,id,username,danceability,duration_ms,instrumentalness,affinity
0,Again might,Tammy Adams,1.0392414356830404,0.9645232019992491,1.0068326949910664,1.0375428814986751
1,Series section,Tammy Adams,1.178141042435513,1.3369914710023945,1.1160785753635956,0.9415199201585163
2,Which white,Tammy Adams,1.0128306617479148,0.8479644937035036,0.8918288907662401,0.8651470269674529
3,Improve vote,Tammy Adams,1.0180403147078116,0.8012318268007613,1.1297905802700643,1.018368804497438
4,Like than east,Tammy Adams,1.034227399429693,0.8259057713276342,0.9411409862204838,0.9976089218878305
5,Quite real,Tammy Adams,1.0183052949225568,0.9471090178610954,0.9145641188494742,0.9804357438630987
6,Pretty than,Tammy Adams,1.1471747931358653,0.9648894805724821,0.9770751867602114,1.0231397696536924
7,Ability man,Tammy Adams,1.053235681183636,0.944956302302275,1.1120696549797318,0.844267127123917
8,Drive above,Tammy Adams,0.9388405567872572,1.0216992104987934,0.9598702931023887,1.0332774985695055
9,Coach her dark,Tammy Adams,1.0744752611652082,1.0499188158422479,0.9636427595738036,1.0314076214807526
10,Skin blood,Tammy Adams,0.9267624816721252,1.160324193334275,0.9745742784489291,1.0853787234496657
11,Get knowledge,Tammy Adams,0.9779726800117966,0.8930472652260719,1.1849647073135148,1.034329570628587
12,Science,Tammy Adams,0.7523161714012614,1.0588930890709616,0.8911721400114547,0.8410821263503304
13,Professor,Tammy Adams,0.7947242842687019,1.0210046529983519,0.9145567100605387,1.0457901448169706
14,Suggest seven,Tammy Adams,0.9934209723017406,0.9148316017957905,0.9475404417303878,0.978185712497872
15,Deal huge,Tammy Adams,1.0324664380298394,1.0434094689900169,1.0319561181203607,0.7793677739600353
16,Forward remain,Tammy Adams,1.069959063397898,1.061728649334861,0.9650439617096318,1.15009163772261
17,Statement,Tammy Adams,1.0365012381225653,0.9969546889381897,0.994376546674674,1.0694192143522967
18,Mind phone,Tammy Adams,1.0032983229270156,0.9755414019360268,0.9839217899888776,0.9971313094191829
19,Media animal,Tammy Adams,0.903652548279591,0.9588895771346653,1.0393346930770766,0.9591931083080238
20,Choose range,Tammy Adams,0.8672529042456605,0.950569963646597,1.044869517683447,0.9172165848046456
21,Crime along,Tammy Adams,0.9132012134109817,1.0551714191890882,1.16024036114951,0.9381627862991514
22,Realize space,Tammy Adams,0.9876328002344853,0.9749422508069212,0.9787842183866723,1.067960715625302
23,Media clearly,Tammy Adams,1.1272111423409117,0.8599837742539437,1.0318518436326076,1.0342075510084343
24,Although,Tammy Adams,0.8216721901424424,1.106814904027636,1.237510261884494,1.0578965542137204
25,Onto reveal,Tammy Adams,0.9741999704562289,0.9889348954962985,0.9593456745452486,0.8710600791010621
26,Good size key,Tammy Adams,0.8196521745466054,0.909589575404393,1.1240709972168639,0.9598332381587774
27,Ball agency,Tammy Adams,1.1224445045339153,0.9239613003703906,1.2379676157062982,1.0620541275596218
28,Trial service,Tammy Adams,0.9103532724128894,0.9516898869921293,1.1289656621696424,1.1395078219023453
