,id,username,danceability,duration_ms,instrumentalness,affinity
0,Like our,Stephanie Ross,1.0978100143227103,1.1063776052867311,0.8273760083246591,1.0463025869246525
1,Agreement edge,Stephanie Ross,0.9803234582685422,0.9863936359557014,0.8916447634371438,0.9834384312627926
2,Fall now,Stephanie Ross,0.9669371804172601,1.0724589180668902,0.983860882229273,0.8404111346484657
3,Effort force,Stephanie Ross,0.9914034822491384,0.946099032127453,0.9006731917679165,1.0697494773961085
4,She hand along,Stephanie Ross,1.0284245062948973,1.2397112472173113,0.9754800606750822,1.0356931115707775
5,Party pass,Stephanie Ross,0.9775233084977742,1.02322371358591,1.134068524397043,0.9254201234287518
6,PM soon cost,Stephanie Ross,1.0113211787733003,0.9395219349277597,1.1513354344034616,1.1587656334143386
7,Current hear,Stephanie Ross,1.0955096927509644,0.9432681299683745,1.1065658619188068,1.005491143185583
8,Mind campaign,Stephanie Ross,1.0357305530659862,0.8936846028998006,1.0065995007974151,0.9494350138641032
9,Just only buy,Stephanie Ross,0.9770071218350092,1.0299217719620466,1.0782128408760085,1.045107888670048
10,Baby road type,Stephanie Ross,0.8681914404249734,0.9811254464679782,1.1494479864953868,1.036004044232674
11,We task our,Stephanie Ross,0.9336259497416389,1.0625457619056962,1.07253823403988,0.8896178588092657
12,Education,Stephanie Ross,0.8060451025925528,0.9794254927470146,1.0450660184998442,0.9691770778495439
13,Policy author,Stephanie Ross,1.1882187890328735,0.9801887535533492,0.8813227155103592,0.8664387253693846
14,Even job cell,Stephanie Ross,1.047240698032014,1.0406716913212726,0.9743999186689843,0.8718843772354135
15,Couple,Stephanie Ross,1.1181989351012644,0.9717935278283149,1.0148131726902239,1.0920273553466302
16,Since family,Stephanie Ross,1.0481000867030594,0.9209451742958449,1.0859182102042249,1.0441329236057972
17,American keep,Stephanie Ross,0.932734046985661,1.048726907627632,0.8354328969090195,0.9426900271866019
18,Give west,Stephanie Ross,1.0833236197215343,1.0231301871656064,0.88207712575434,0.96619240325915
19,Senior pretty,Stephanie Ross,0.8843191375484725,1.0920945965212117,0.8960626629983596,1.3088732928760503
20,Cover dog they,Stephanie Ross,1.0094118472950746,1.0318080529385463,0.8944517315273586,1.1740009348471454
21,Reflect into,Stephanie Ross,0.8178132829105254,0.9155555640434416,1.1053880488864534,1.0395830518340559
22,Score whom,Stephanie Ross,1.0994162167029105,0.9802557890356494,1.232180781729174,1.0646475293980684
23,Family serve,Stephanie Ross,1.0331090824519014,0.9228301843132278,1.0310410036711595,0.9555743834329168
24,Political,Stephanie Ross,0.8921050780725186,1.0876746387001646,1.0591967703794527,1.1204755477862869
25,Already from,Stephanie Ross,1.0168068031659956,0.9221574212458374,1.0549210947387668,0.9270895971558636
26,Instead,Stephanie Ross,1.049424269182077,1.1702467072913345,1.123473935152802,0.913851092779693
27,Generation lay,Stephanie Ross,0.967422899028063,1.056441826202651,0.8802102535511497,1.0469425188013162
28,Onto mean set,Stephanie Ross,0.9820167715961753,1.038616769031441,0.8959372615614557,0.8962152529192771
29,Financial its,Stephanie Ross,1.0878124294530245,1.1189508679470164,1.0832352117830857,0.9543788411539057
30,Pass nor value,Stephanie Ross,1.1847987328402958,0.9479348367898217,0.8985757776285379,1.1009757531935738
31,Son,Stephanie Ross,1.0976522595054279,1.0263318016195682,1.0504782738357878,1.0074104310383338
32,Law ahead,Stephanie Ross,1.1276691451020984,1.0431257754226393,1.0041790203843297,0.8175929847106008
33,Real writer,Stephanie Ross,1.0419334980830566,0.951133959598087,0.9597412473398773,1.1985226539890386
34,Month front,Stephanie Ross,1.2868346354299591,1.0456789034781724,1.0393215531790798,0.8517236756442683
35,Executive,Stephanie Ross,0.8715095878870606,0.7867436769163867,1.0600965444820543,1.0427103908929343
36,Adult minute,Stephanie Ross,0.8805184047457795,0.9742869594767016,0.9876884818930594,0.9363647422194682
37,Left Mr school,Stephanie Ross,0.9079013452842847,0.888811684427047,0.8389258962157033,0.9527717787395542
38,I hard region,Stephanie Ross,1.1761118584875452,1.0177066395521037,1.0520834806688228,1.1476796569733985
39,Subject end,Stephanie Ross,1.0595103632211345,0.9457002751226118,0.974585417106118,0.9948313122605794
40,Long tough,Stephanie Ross,0.955598895074589,1.0469533937845883,1.0814688729109203,0.8936138487452939
41,South thought,Stephanie Ross,0.9897961835430408,1.0606452979319556,0.9104480745394347,1.0502401715395329
42,Many process,Stephanie Ross,1.0344527961274095,0.9245042131573691,0.8867206459177047,0.903440604519776
43,Analysis,Stephanie Ross,1.0768414352349733,1.0358182258918482,1.0367622684613669,0.9106697177684404
44,White course,Stephanie Ross,0.8451435678818273,1.0463112491763318,1.0785277626770002,1.0523658559474942
45,Cell,Stephanie Ross,0.8717172747539396,1.0468452834993125,0.9736792206683179,0.8696618118911275
